county_name,state_code,total_quakes,avg_mag,max_mag,severe_quakes
Scotts Bluff County,NE,0,0,0,0
Geary County,KS,27,2.688888888888889,3.5,0
Lincoln County,ME,20,2.0070000000000006,3.2,0
Wasatch County,UT,425,1.5277176470588223,3.94,0
Miami County,IN,1,3.8,3.8,0
Wise County,VA,8,2.43875,3.1,0
Livingston County,IL,1,2.6,2.6,0
Greenup County,KY,9,2.1833333333333336,2.93,0
Lincoln County,TN,13,2.203846153846154,2.66,0
Silver Bow County,MT,1108,1.6150812274368225,2.94,0
Madison County,NE,1,2.7,2.7,0
Harris County,GA,1,2.21,2.21,0
Perry County,OH,1,3.5,3.5,0
Floyd County,KY,8,2.49125,3.2,0
Marshall County,TN,6,2.098333333333333,2.29,0
Greene County,PA,3,2.2800000000000002,2.5,0
Wapello County,IA,0,0,0,0
Becker County,MN,0,0,0,0
Morrow County,OH,0,0,0,0
Monroe County,IL,28,2.3067857142857138,3,0
Brookings County,SD,0,0,0,0
Barry County,MO,1,2.2,2.2,0
Lincoln County,MS,0,0,0,0
Clark County,WI,0,0,0,0
DeSoto County,FL,0,0,0,0
Steuben County,IN,1,2.4,2.4,0
Miami County,KS,0,0,0,0
Wakulla County,FL,0,0,0,0
Taos County,NM,4,2.25,2.7,0
Effingham County,IL,2,2.74,2.9,0
Alcorn County,MS,5,2.044,2.52,0
Cowley County,KS,2,2.45,2.6,0
Chambers County,AL,0,0,0,0
Whitley County,IN,0,0,0,0
Platte County,NE,0,0,0,0
Scotland County,NC,3,3.0333333333333337,3.7,0
Putnam County,OH,3,2.566666666666667,2.8,0
Nicollet County,MN,1,2.8,2.8,0
Preston County,WV,0,0,0,0
Pickens County,GA,2,1.805,2.03,0
Emmet County,MI,0,0,0,0
Ford County,KS,1,2.8,2.8,0
Morrison County,MN,0,0,0,0
Lincoln County,NE,0,0,0,0
Lee County,IL,0,0,0,0
Lumpkin County,GA,5,1.862,2.17,0
Monroe County,MS,1,1.87,1.87,0
Lincoln County,OK,2441,2.1784104875051185,5.7,3
Marshall County,MS,0,0,0,0
Botetourt County,VA,2,2.665,3,0
Wexford County,MI,0,0,0,0
Harvey County,KS,10,2.25,3.5,0
Halifax County,VA,0,0,0,0
Pulaski County,VA,20,2.3735,2.8,0
Christian County,IL,1,2.03,2.03,0
Marion County,IA,0,0,0,0
Morton County,ND,0,0,0,0
Daviess County,IN,3,2.6666666666666665,3.1,0
Caroline County,MD,0,0,0,0
Petersburg City,VA,0,0,0,0
Lee County,GA,0,0,0,0
Accomack County,VA,0,0,0,0
Jefferson County,WA,310,1.6205161290322594,4.8,0
Rhea County,TN,230,1.9141739130434787,4.4,0
Fulton County,IL,0,0,0,0
Transylvania County,NC,41,1.9982926829268297,2.69,0
Jasper County,IN,0,0,0,0
Lawrence County,AL,16,2.1012500000000003,2.69,0
Lee County,IA,0,0,0,0
Hot Spring County,AR,12,2.2991666666666664,3.2,0
Howard County,TX,1114,1.6587635108321377,4.6,0
Seneca County,NY,2,1.4449999999999998,1.69,0
Stark County,ND,0,0,0,0
Jefferson County,IN,0,0,0,0
Bureau County,IL,1,3.6,3.6,0
Gibson County,IN,57,2.445263157894736,5.2,1
Lafayette County,MO,0,0,0,0
Clinton County,IN,1,2.5,2.5,0
Panola County,MS,2,2.41,2.8,0
Weakley County,TN,2,2.3,2.5,0
Pike County,AL,0,0,0,0
Jasper County,TX,0,0,0,0
Greenbrier County,WV,7,2.5457142857142854,3.1,0
Morgan County,IL,0,0,0,0
Dorchester County,MD,0,0,0,0
Jackson County,OH,7,2.841428571428571,3.4,0
Henry County,TN,1,2.23,2.23,0
Hale County,TX,1,2.6,2.6,0
Jefferson County,ID,0,0,0,0
Claiborne County,TN,101,2.183366336633664,3.8,0
Chester County,SC,18,1.7727777777777778,2.32,0
Evangeline Parish,LA,0,0,0,0
Lyon County,KS,0,0,0,0
Polk County,MO,1,3.1,3.1,0
Jefferson Davis Parish,LA,0,0,0,0
Lake County,MT,426,1.5568309859154927,3.8,0
Franklin County,AL,11,2.2018181818181817,2.79,0
Gilmer County,GA,14,2.055,2.94,0
Juneau City and Borough,AK,625,1.9756800000000005,4,0
Logan County,WV,17,2.8182352941176467,3.5,0
Marshall County,KY,2,2.6950000000000003,3.1,0
Malheur County,OR,0,0,0,0
Stone County,MO,0,0,0,0
Sheridan County,WY,166,2.9120481927710853,3.6,0
Caroline County,VA,17,2.277058823529412,3,0
Coos County,NH,14,1.885714285714285,2.9,0
Amherst County,VA,2,2.51,2.7,0
Delta County,CO,93,2.6655913978494628,3.6,0
Pontotoc County,MS,1,3.1,3.1,0
Titus County,TX,0,0,0,0
Washington County,ME,47,1.8814893617021275,3.23,0
Huron County,MI,0,0,0,0
Lassen County,CA,171,1.8399999999999985,3.66,0
Montgomery County,KS,1,3,3,0
Clare County,MI,0,0,0,0
Powhatan County,VA,44,2.4156818181818176,5.8,1
Clarendon County,SC,0,0,0,0
Adams County,NE,5,2.6799999999999997,2.8,0
Bee County,TX,8,2.125,3,0
Greene County,IN,0,0,0,0
Vernon County,WI,0,0,0,0
Madison County,GA,4,2.225,2.41,0
Polk County,MN,0,0,0,0
Wabash County,IN,0,0,0,0
Summit County,CO,3,2.3666666666666667,2.5,0
McCurtain County,OK,3,2.5566666666666666,3,0
Trempealeau County,WI,0,0,0,0
Freeborn County,MN,0,0,0,0
Haralson County,GA,0,0,0,0
Austin County,TX,0,0,0,0
Muhlenberg County,KY,5,2.51,3.03,0
Boyle County,KY,6,2.555,2.75,0
Elk County,PA,0,0,0,0
Cass County,MN,0,0,0,0
Jasper County,SC,0,0,0,0
Kleberg County,TX,1,3.9,3.9,0
Obion County,TN,3519,1.6021284455811369,4,0
Hardin County,OH,3,2.566666666666667,2.8,0
Wayne County,GA,0,0,0,0
Williamsburg County,SC,1,2.48,2.48,0
Giles County,TN,9,2.3077777777777775,2.9,0
Mecklenburg County,VA,0,0,0,0
Caledonia County,VT,10,1.7890000000000001,2.4,0
Grimes County,TX,0,0,0,0
Ottawa County,OK,13,1.4453846153846153,1.68,0
Meade County,SD,0,0,0,0
Door County,WI,0,0,0,0
Bolivar County,MS,1,3.1,3.1,0
Franklin County,ME,12,1.7666666666666666,2.5,0
Randolph County,IL,13,2.2484615384615383,3,0
McPherson County,KS,65,2.7523076923076926,4.3,0
Marshall County,WV,3,2.2800000000000002,2.5,0
Park County,WY,305,1.6210819672131156,4.22,0
Knox County,KY,35,2.3077142857142863,3.7,0
Meade County,KY,0,0,0,0
Schoharie County,NY,71,1.8285915492957747,3.15,0
Iberville Parish,LA,0,0,0,0
Currituck County,NC,0,0,0,0
Orange County,VT,17,1.868823529411765,2.6,0
Bladen County,NC,0,0,0,0
Smyth County,VA,6,2.3666666666666667,3.5,0
Pine County,MN,0,0,0,0
Sanpete County,UT,7249,1.5078797075458732,4.24,0
Cherokee County,NC,112,1.9267857142857143,3.3,0
Marion County,AL,15,2.253333333333333,3,0
Morgan County,CO,0,0,0,0
Mason County,MI,0,0,0,0
Sumter County,GA,0,0,0,0
Gallia County,OH,10,2.663,3.4,0
Carroll County,VA,17,2.032352941176471,2.81,0
Decatur County,GA,0,0,0,0
Adams County,MS,0,0,0,0
Elmore County,ID,6,2.063333333333333,3.5,0
Ripley County,IN,0,0,0,0
Marion County,TN,49,2.069387755102041,3.2,0
Le Sueur County,MN,1,2.8,2.8,0
Neshoba County,MS,0,0,0,0
Palo Pinto County,TX,3,3.4,3.7,0
Monroe County,GA,4,2.3125,2.43,0
Alpena County,MI,3,2.433333333333333,2.5,0
Marion County,SC,0,0,0,0
Fayette County,OH,1,2.35,2.35,0
Ellis County,KS,29,2.879310344827586,4.6,0
Van Wert County,OH,3,2.4333333333333336,2.6,0
Garrett County,MD,0,0,0,0
Dawson County,GA,7,2.067142857142857,2.45,0
Hancock County,WV,0,0,0,0
Glenn County,CA,871,1.8519747416762333,3.86,0
Cass County,TX,0,0,0,0
Codington County,SD,0,0,0,0
Stoddard County,MO,161,1.8829813664596275,3.5,0
Carroll County,AR,3,2.6,3.1,0
Jones County,GA,25,2.3224,3.5,0
Marion County,MO,0,0,0,0
Carroll County,TN,3,2.063333333333333,2.4,0
White County,GA,4,1.8475000000000001,2.29,0
Lincoln County,WI,0,0,0,0
Fredericksburg City,VA,4,2.1825,2.5,0
Custer County,OK,57,1.8333333333333324,2.9,0
Montgomery County,KY,6,2.3016666666666667,2.5,0
Peach County,GA,2,2.1799999999999997,2.26,0
Wells County,IN,0,0,0,0
Wythe County,VA,15,2.2879999999999994,2.8,0
Baker County,FL,0,0,0,0
Washington County,IN,0,0,0,0
Tate County,MS,0,0,0,0
Dinwiddie County,VA,0,0,0,0
Montgomery County,IL,0,0,0,0
Dillon County,SC,3,3.0666666666666664,3.7,0
Union County,MS,1,3.1,3.1,0
Copiah County,MS,0,0,0,0
San Jacinto County,TX,0,0,0,0
Winchester City,VA,1,3.03,3.03,0
Hocking County,OH,2,3.45,3.5,0
Henderson County,TN,5,2.08,2.4,0
Bradford County,FL,0,0,0,0
Logan County,IL,0,0,0,0
Grant County,NM,2,1.95,2,0
Upson County,GA,1,2.1,2.1,0
Perry County,KY,23,2.4621739130434777,4.2,0
Dunklin County,MO,508,1.9584842519685042,4,0
Randolph County,WV,0,0,0,0
White County,TN,5,2.2640000000000002,3.5,0
Fluvanna County,VA,122,2.241311475409836,5.8,1
Scott County,MS,0,0,0,0
Jackson County,WV,4,2.6025,2.8,0
Logan County,KY,0,0,0,0
West Baton Rouge Parish,LA,0,0,0,0
Jennings County,IN,0,0,0,0
Henry County,OH,0,0,0,0
Adams County,OH,11,2.273636363636364,3.04,0
Orleans County,VT,3,1.8266666666666669,2.2,0
Tillamook County,OR,129,1.5744857325664783,3.13,0
King George County,VA,1,2.4,2.4,0
Leflore County,MS,0,0,0,0
Del Norte County,CA,49,2.3359183673469386,4.33,0
Gillespie County,TX,0,0,0,0
Elbert County,CO,0,0,0,0
McDonough County,IL,0,0,0,0
Pike County,OH,3,2.436666666666667,2.6,0
Cibola County,NM,2,2.7,2.8,0
San Miguel County,NM,2,2.55,2.7,0
Woodford County,KY,8,2.4412500000000006,2.82,0
Union County,SC,6,2.0050000000000003,2.5,0
Cass County,NE,0,0,0,0
Toombs County,GA,2,2.975,3.6,0
Hardin County,TN,6,2.0683333333333334,2.7,0
Mineral County,WV,0,0,0,0
Mille Lacs County,MN,0,0,0,0
De Soto Parish,LA,8,2.5,2.8,0
Stephens County,GA,4,2.26,2.41,0
Yazoo County,MS,5,2.884,3.2,0
Ashe County,NC,92,1.9686956521739136,5.1,1
Oceana County,MI,0,0,0,0
Iroquois County,IL,0,0,0,0
Carroll County,OH,3,2.733333333333333,3,0
Geneva County,AL,0,0,0,0
Juneau County,WI,0,0,0,0
Boone County,IA,0,0,0,0
Caddo County,OK,431,1.653967517401392,3.1,0
Lewis County,NY,12,1.8008333333333333,2.38,0
Wasco County,OR,488,1.6745901639344272,4.2,0
Grayson County,KY,0,0,0,0
Lawrence County,SD,0,0,0,0
Carter County,KY,10,2.14,2.48,0
Edgefield County,SC,24,2.4237499999999996,4.1,0
Hart County,GA,8,2.15625,2.41,0
Clay County,IN,1,1.98,1.98,0
Decatur County,IN,1,3.8,3.8,0
Marlboro County,SC,5,2.9200000000000004,3.7,0
Taylor County,KY,0,0,0,0
Montezuma County,CO,7,1.5385714285714287,2.1,0
Union County,OR,61,1.822131147540984,2.95,0
Payette County,ID,8,2.02625,2.4,0
Harlan County,KY,29,2.4182758620689655,4.2,0
Charlevoix County,MI,0,0,0,0
Wyoming County,PA,0,0,0,0
Butts County,GA,3,2.3666666666666667,2.54,0
Grady County,GA,0,0,0,0
Lamoille County,VT,4,1.5,1.8,0
Franklin County,KS,0,0,0,0
Dickinson County,MI,1,2.3,2.3,0
McNairy County,TN,2,1.65,2,0
Johnson County,AR,3,2.44,2.76,0
Montgomery County,NC,1,2.58,2.58,0
Brown County,MN,0,0,0,0
Simpson County,MS,1,3,3,0
Pottawatomie County,KS,0,0,0,0
Macon County,TN,0,0,0,0
Garvin County,OK,1322,1.6423600605143724,3.6,0
Cheboygan County,MI,0,0,0,0
Staunton City,VA,5,2.3120000000000003,2.42,0
Plymouth County,IA,0,0,0,0
Benton County,IA,0,0,0,0
Crook County,OR,18,1.9590200715594825,2.8,0
Russell County,VA,23,2.799999999999999,4.3,0
Churchill County,NV,473,1.6293868921775887,3.2,0
Goochland County,VA,153,2.2172549019607852,5.8,1
Fannin County,GA,37,1.945675675675676,3.2,0
Union County,GA,11,2.151818181818182,3.2,0
Gladwin County,MI,0,0,0,0
Hardee County,FL,0,0,0,0
Lyon County,MN,0,0,0,0
Hardeman County,TN,0,0,0,0
Salem City,VA,11,2.291818181818182,3,0
Luna County,NM,2,2.8499999999999996,2.9,0
Todd County,MN,0,0,0,0
Otsego County,MI,0,0,0,0
Iosco County,MI,0,0,0,0
Sunflower County,MS,0,0,0,0
Barton County,KS,0,0,0,0
Milam County,TX,1,2.7,2.7,0
Washington County,FL,0,0,0,0
Manistee County,MI,0,0,0,0
Grant County,KY,2,2.115,2.19,0
Hickman County,TN,1,1.8,1.8,0
Cherokee County,AL,35,2.2694285714285707,4.6,0
Adair County,MO,0,0,0,0
Mason County,WV,7,2.6785714285714284,3.4,0
Cassia County,ID,0,0,0,0
Posey County,IN,8,2.77875,4.6,0
Bremer County,IA,0,0,0,0
Miller County,MO,0,0,0,0
Cleburne County,AR,1193,1.9513746856663867,4.1,0
Prentiss County,MS,3,2.3066666666666666,2.52,0
Routt County,CO,50,2.694,3.9,0
Chattooga County,GA,121,2.0954545454545457,4.6,0
Jefferson County,OR,153,1.8856862745098046,3.1,0
Morehouse Parish,LA,0,0,0,0
Texas County,MO,1,2.44,2.44,0
Lauderdale County,TN,448,1.9365178571428572,4,0
George County,MS,0,0,0,0
Uvalde County,TX,0,0,0,0
Jerome County,ID,0,0,0,0
Fayette County,TX,3,2.5333333333333337,2.9,0
Teller County,CO,4,2.075,3.1,0
Barbour County,AL,0,0,0,0
Waushara County,WI,0,0,0,0
Jackson County,OK,4,1.7449999999999999,2.07,0
White County,IN,0,0,0,0
Audrain County,MO,2,2.5999999999999996,2.9,0
Somerset County,MD,0,0,0,0
Yates County,NY,2,2.4450000000000003,3.2,0
Blaine County,ID,8,1.76625,2.4,0
Rowan County,KY,12,2.0900000000000003,2.48,0
Randolph County,MO,2,2.49,2.59,0
Fairfax City,VA,4,1.9075000000000002,2.3,0
Scott County,IN,0,0,0,0
Aransas County,TX,0,0,0,0
Nicholas County,WV,12,2.716666666666667,3.4,0
Burke County,GA,2,2.01,2.08,0
Randolph County,IN,0,0,0,0
Lincoln County,KY,5,2.542,2.75,0
Abbeville County,SC,22,2.067727272727273,2.57,0
Marion County,MS,0,0,0,0
Tattnall County,GA,3,2.7866666666666666,3.6,0
New Kent County,VA,0,0,0,0
Shelby County,TX,24,2.9000000000000004,4.8,0
Anderson County,KY,10,2.454,2.82,0
Dawson County,NE,1,3.1,3.1,0
Hood River County,OR,1364,1.4300045669008863,4.5,0
Itawamba County,MS,3,2.4,2.6,0
Grainger County,TN,140,2.1572142857142853,3.37,0
Bell County,KY,56,2.250178571428572,3.7,0
Antrim County,MI,0,0,0,0
Franklin County,GA,5,2.2479999999999998,2.41,0
Iowa County,WI,0,0,0,0
Upshur County,WV,2,2.5,2.5,0
Pacific County,WA,161,1.5995652173913046,3.34,0
Page County,VA,0,0,0,0
Ohio County,KY,0,0,0,0
Roscommon County,MI,0,0,0,0
Winston County,AL,13,2.4230769230769234,3,0
Seminole County,OK,202,2.166089108910892,3.61,0
McDonald County,MO,4,2.325,2.6,0
Washington County,MO,22,2.340909090909091,3.9,0
Curry County,OR,71,2.0415492957746486,4.24,0
Meeker County,MN,0,0,0,0
Juniata County,PA,2,2.365,3.44,0
Vilas County,WI,0,0,0,0
Fayette County,IN,0,0,0,0
Saline County,IL,12,2.5483333333333333,3.6,0
Yankton County,SD,2,3.05,3.1,0
Teton County,WY,1124,1.5912544483985747,4.4,0
Hampshire County,WV,0,0,0,0
Starke County,IN,0,0,0,0
Menominee County,MI,0,0,0,0
Saline County,MO,0,0,0,0
Ray County,MO,0,0,0,0
Osceola County,MI,0,0,0,0
Klickitat County,WA,222,1.712027027027028,4.2,0
Plaquemines Parish,LA,0,0,0,0
Mingo County,WV,6,2.4633333333333334,2.8,0
Emanuel County,GA,2,3.75,3.9,0
Hopewell City,VA,0,0,0,0
Franklin County,IN,0,0,0,0
Crawford County,MO,6,2.74,3.9,0
Mercer County,KY,11,2.4390909090909094,2.82,0
Overton County,TN,2,2.45,2.5,0
Clarke County,AL,2,3.2,3.3,0
Saunders County,NE,1,3.3,3.3,0
St. Francis County,AR,10,2.482,3.9,0
Poinsett County,AR,108,1.764537037037037,3.7,0
Caswell County,NC,0,0,0,0
Panola County,TX,19,3.0631578947368423,4.8,0
Leelanau County,MI,0,0,0,0
Rockbridge County,VA,0,0,0,0
Waynesboro City,VA,4,2.31,2.42,0
Allen Parish,LA,0,0,0,0
Washington County,IA,0,0,0,0
Columbia County,AR,1,2.13,2.13,0
Putnam County,GA,26,2.276153846153846,3.1,0
Johnson County,KY,2,2.6,3.2,0
Asotin County,WA,18,2.0588888888888888,2.9,0
Sumner County,KS,2671,2.016694122051673,4.9,0
Ouachita County,AR,1,1.88,1.88,0
Randolph County,AL,0,0,0,0
Lampasas County,TX,0,0,0,0
Beckham County,OK,2,2.22,2.7,0
Henry County,MO,3,2.733333333333333,3.3,0
Limestone County,TX,0,0,0,0
Bibb County,AL,23,2.4347826086956523,3.6,0
Grant Parish,LA,0,0,0,0
Sabine Parish,LA,0,0,0,0
Meigs County,OH,3,2.9,3.4,0
Nobles County,MN,0,0,0,0
Brooke County,WV,3,2.2800000000000002,2.5,0
Mahaska County,IA,0,0,0,0
Houston County,TX,0,0,0,0
Lee County,VA,27,2.3055555555555554,3.1,0
Llano County,TX,2,2.4,2.4,0
Scott County,TN,14,2.1042857142857145,2.83,0
Prince Edward County,VA,8,2.3812499999999996,2.96,0
Minidoka County,ID,1,2.17,2.17,0
Jo Daviess County,IL,0,0,0,0
Gaines County,TX,2,1.35,1.4,0
Anson County,NC,8,2.2125,2.9,0
Colusa County,CA,888,1.6819819819819832,3.67,0
Sevier County,UT,1172,1.596766211604094,4.17,0
Martin County,NC,0,0,0,0
Hubbard County,MN,0,0,0,0
Wyandot County,OH,2,2.4,2.4,0
McDuffie County,GA,29,2.2199999999999998,2.8,0
Gage County,NE,1,2.9,2.9,0
Madison County,NC,52,2.1000000000000005,3.7,0
Seward County,KS,0,0,0,0
Tippah County,MS,1,2.52,2.52,0
Bandera County,TX,3,2.033333333333333,2.2,0
Stutsman County,ND,0,0,0,0
Wabasha County,MN,0,0,0,0
Scott County,VA,12,2.1799999999999997,3.1,0
Hockley County,TX,1,2.6,2.6,0
Mitchell County,GA,0,0,0,0
Owen County,IN,0,0,0,0
Morgan County,MO,1,3.3,3.3,0
Taylor County,FL,0,0,0,0
Fayette County,IL,4,2.745,3.12,0
Clark County,AR,3,2.3833333333333333,3.2,0
Fillmore County,MN,0,0,0,0
Grenada County,MS,1,1.7,1.7,0
Jersey County,IL,1,2.57,2.57,0
Dakota County,NE,0,0,0,0
Boone County,WV,20,2.905,3.5,0
Leake County,MS,0,0,0,0
Clinton County,MO,1,3.5,3.5,0
Logan County,AR,0,0,0,0
Moore County,TX,6,2.6166666666666667,3.5,0
Morgan County,TN,46,2.059782608695652,4.3,0
Newton County,MS,0,0,0,0
Letcher County,KY,10,2.64,4.2,0
Gray County,TX,7,2.257142857142857,2.9,0
Logan County,CO,0,0,0,0
Allen County,KY,0,0,0,0
Washington County,NE,0,0,0,0
Jackson County,WI,0,0,0,0
Dodge County,MN,0,0,0,0
Nodaway County,MO,0,0,0,0
Wyoming County,WV,11,2.8636363636363638,3.5,0
Adams County,WI,0,0,0,0
Union Parish,LA,2,2.775,2.79,0
Texas County,OK,0,0,0,0
Conway County,AR,1605,2.0164548286604367,4.7,0
Shelby County,IL,1,2.58,2.58,0
Ogemaw County,MI,0,0,0,0
Greene County,VA,1,3.2,3.2,0
Perry County,IL,13,2.3399999999999994,3.07,0
Coahoma County,MS,4,2.38,3.1,0
Jones County,IA,0,0,0,0
Sullivan County,IN,5,2.6220000000000003,3.1,0
Meriwether County,GA,1,2.21,2.21,0
Dukes County,MA,11,2.0881818181818184,3.6,0
Fairfield County,SC,43,1.885116279069767,2.9,0
Colorado County,TX,0,0,0,0
Breckinridge County,KY,0,0,0,0
Assumption Parish,LA,0,0,0,0
Adams County,WA,109,1.5894495412844034,3,0
Buena Vista County,IA,1,2.7,2.7,0
Carroll County,IA,0,0,0,0
Lincoln County,MT,20,1.637,4.3,0
Buchanan County,IA,0,0,0,0
Kewaunee County,WI,0,0,0,0
Morgan County,GA,2,2.13,2.21,0
Uinta County,WY,67,1.857164179104478,2.98,0
Montague County,TX,1,2.9,2.9,0
Worth County,GA,0,0,0,0
Barnwell County,SC,13,1.9230769230769231,2.6,0
DeKalb County,TN,0,0,0,0
Hertford County,NC,0,0,0,0
Lavaca County,TX,38,1.807894736842105,3.1,0
Carbon County,UT,8873,1.5159528907922915,4.15,0
Carroll County,IN,0,0,0,0
Pointe Coupee Parish,LA,0,0,0,0
Greene County,NC,1,2.1,2.1,0
Hutchinson County,TX,7,2.685714285714286,4.3,0
Fulton County,IN,0,0,0,0
Jay County,IN,1,2.5,2.5,0
Woodward County,OK,1666,1.8196758703481364,3.8,0
Henry County,IA,0,0,0,0
Lincoln County,NM,1,2.7,2.7,0
Willacy County,TX,0,0,0,0
Smith County,TN,0,0,0,0
Yell County,AR,2,2.4000000000000004,2.6,0
Bourbon County,KY,8,2.1075,2.5,0
Lincoln County,WV,7,2.744285714285714,3.3,0
Lincoln County,WY,60,1.866500000000001,3.83,0
Union County,TN,155,2.1185806451612894,3.8,0
Clay County,KY,24,2.40875,3.7,0
Tyler County,TX,0,0,0,0
Pierce County,GA,0,0,0,0
Crisp County,GA,0,0,0,0
Taylor County,WI,0,0,0,0
Winneshiek County,IA,0,0,0,0
Jones County,TX,0,0,0,0
Labette County,KS,1,3,3,0
Davison County,SD,1,2.5,2.5,0
Duchesne County,UT,13,1.7461538461538462,4.03,0
Calhoun County,TX,0,0,0,0
Dodge County,GA,0,0,0,0
Richland Parish,LA,0,0,0,0
Washington County,GA,10,2.5810000000000004,3.2,0
Benton County,MO,1,2.3,2.3,0
Chaffee County,CO,4,1.5,1.6,0
Spencer County,KY,5,2.4539999999999997,2.78,0
Spencer County,IN,4,2.575,2.6,0
Martin County,MN,0,0,0,0
Buchanan County,VA,18,2.9038888888888885,4.3,0
Gem County,ID,179,2.0819553072625694,3.7,0
DeWitt County,TX,455,1.9690109890109881,3.9,0
Freestone County,TX,0,0,0,0
St. James Parish,LA,1,3,3,0
Simpson County,KY,0,0,0,0
Hempstead County,AR,0,0,0,0
Gonzales County,TX,315,1.94888888888889,3.5,0
Orange County,IN,0,0,0,0
Elbert County,GA,6,2.1216666666666666,2.29,0
Vernon County,MO,0,0,0,0
Wayne County,MS,0,0,0,0
Polk County,NC,28,2.1992857142857143,3,0
Douglas County,IL,1,2.4,2.4,0
Marion County,KY,0,0,0,0
Holmes County,FL,0,0,0,0
Plumas County,CA,3983,1.7624554356013036,5.69,4
Adair County,OK,49,1.7277551020408168,2.7,0
Wayne County,KY,3,2.2733333333333334,2.4,0
Franklin Parish,LA,0,0,0,0
Greene County,GA,11,2.4363636363636365,3.5,0
Monroe County,AL,1,2.5,2.5,0
Pike County,GA,0,0,0,0
Langlade County,WI,1,2.5,2.5,0
Hart County,KY,0,0,0,0
Jackson County,IA,0,0,0,0
Fayette County,IA,0,0,0,0
East Feliciana Parish,LA,1,3,3,0
Los Alamos County,NM,5,2.94,3.5,0
Polk County,AR,1,2.7,2.7,0
Beadle County,SD,1,3.1,3.1,0
Kent County,MD,0,0,0,0
McIntosh County,OK,1450,1.633634482758619,3.73,0
Cherokee County,KS,0,0,0,0
Perry County,IN,0,0,0,0
Green Lake County,WI,0,0,0,0
Lamar County,GA,1,2.26,2.26,0
Humphreys County,TN,0,0,0,0
Marengo County,AL,1,2.5,2.5,0
Adair County,KY,0,0,0,0
Roosevelt County,NM,0,0,0,0
Harrison County,KY,4,1.86,2.12,0
Waseca County,MN,1,2.8,2.8,0
Saluda County,SC,4,2.915,4.1,0
Macon County,AL,0,0,0,0
Fentress County,TN,6,2.1,2.5,0
Perry County,MO,11,2.1772727272727272,3,0
Pickens County,AL,26,2.5069230769230773,3.8,0
Butler County,AL,0,0,0,0
Inyo County,CA,1677,1.4791711389385747,4.72,0
Paulding County,OH,2,2.75,2.9,0
Houston County,MN,0,0,0,0
Banks County,GA,2,2.305,2.41,0
Warren County,NC,0,0,0,0
Tishomingo County,MS,6,1.9533333333333334,2.52,0
Randolph County,AR,150,2.2120000000000006,3.9,0
Ashley County,AR,0,0,0,0
Wright County,MO,5,2.498,2.6,0
Westmoreland County,VA,0,0,0,0
Yancey County,NC,45,1.9453333333333336,2.8,0
Crawford County,IL,8,2.47625,3.1,0
Poweshiek County,IA,0,0,0,0
Hampton County,SC,1,2,2,0
Ste. Genevieve County,MO,28,2.240357142857143,3,0
Bosque County,TX,0,0,0,0
Andrews County,TX,51,1.5921568627450986,2.9,0
Stone County,MS,0,0,0,0
Gilchrist County,FL,0,0,0,0
Bethel Census Area,AK,63,1.531746031746032,2.9,0
Deaf Smith County,TX,1,2.7,2.7,0
Clay County,MS,1,1.87,1.87,0
Otero County,CO,4,1.8,2.3,0
Cedar County,IA,0,0,0,0
Appling County,GA,0,0,0,0
Dickinson County,KS,102,2.748235294117647,4.3,0
McDowell County,WV,19,2.901578947368421,4.3,0
Jefferson County,KS,1,3.1,3.1,0
Burleson County,TX,1,2.7,2.7,0
Concordia Parish,LA,0,0,0,0
San Juan County,WA,1259,1.5683558379825249,4.79,0
Berrien County,GA,0,0,0,0
Sawyer County,WI,0,0,0,0
King William County,VA,5,2.2079999999999997,2.5,0
Covington County,MS,2,2.5700000000000003,3,0
Colonial Heights City,VA,0,0,0,0
Benzie County,MI,0,0,0,0
Brantley County,GA,0,0,0,0
Russell County,KY,0,0,0,0
Kalkaska County,MI,0,0,0,0
Madison County,FL,0,0,0,0
Grant County,AR,7,2.338571428571428,2.93,0
Andrew County,MO,1,2.6,2.6,0
Montour County,PA,0,0,0,0
Johnson County,TN,17,2.2858823529411763,2.9,0
Frio County,TX,286,1.9027972027972018,2.9,0
Southampton County,VA,0,0,0,0
Young County,TX,1,2.7,2.7,0
Eastland County,TX,0,0,0,0
Dickinson County,IA,0,0,0,0
Unicoi County,TN,32,2.0593749999999993,2.8,0
Lee County,TX,0,0,0,0
Schuyler County,NY,1,1.69,1.69,0
Park County,CO,1,2.9,2.9,0
Hughes County,SD,1,3.3,3.3,0
Polk County,TN,221,1.9257013574660635,3.3,0
Attala County,MS,0,0,0,0
Haywood County,TN,14,2.397142857142857,3.5,0
Avery County,NC,27,2.164814814814815,3,0
Seward County,NE,0,0,0,0
Pike County,MO,0,0,0,0
Winston County,MS,0,0,0,0
Patrick County,VA,1,2.71,2.71,0
Sharp County,AR,193,2.03839378238342,3.3,0
Delaware County,IA,0,0,0,0
Long County,GA,0,0,0,0
Park County,MT,38,1.530263157894737,3.8,0
Bertie County,NC,0,0,0,0
Chester County,TN,2,2.105,2.4,0
Henry County,AL,0,0,0,0
Hancock County,IL,0,0,0,0
Cook County,GA,0,0,0,0
Garrard County,KY,7,2.4185714285714286,2.75,0
Dallas County,MO,3,2.7433333333333336,3.1,0
Morgan County,WV,1,1.58,1.58,0
Humboldt County,NV,13,2.0384615384615383,3.5,0
Richland County,WI,0,0,0,0
